accuracy,f1_m,loss,precision_m,recall_m,val_accuracy,val_f1_m,val_loss,val_precision_m,val_recall_m,learning_rate
0.29263749718666077,0.05715356767177582,0.951592743396759,0.029732080176472664,0.8971623182296753,0.3471161723136902,0.05520018935203552,0.9576852917671204,0.02853679656982422,0.960837185382843,9.999999747378752e-06
0.44224321842193604,0.07840662449598312,0.9483983516693115,0.04121241718530655,0.987694263458252,0.4320506155490875,0.0652528777718544,0.9558801054954529,0.03390065208077431,0.9945390224456787,9.999999747378752e-06
0.5892643928527832,0.10340863466262817,0.9468240737915039,0.055223248898983,0.993106484413147,0.5587608814239502,0.08259952813386917,0.9548444151878357,0.043360624462366104,0.9949123859405518,9.999999747378752e-06
0.6748321056365967,0.12669314444065094,0.9458469748497009,0.06882112473249435,0.9929108619689941,0.6568823456764221,0.10319703817367554,0.9538995027542114,0.05482982099056244,0.9930047392845154,9.999999747378752e-06
0.7220005393028259,0.14403817057609558,0.9452013373374939,0.07922164350748062,0.9921941757202148,0.679267942905426,0.10955029726028442,0.9535178542137146,0.05841055139899254,0.9937808513641357,9.999999747378752e-06
0.7478464245796204,0.15655827522277832,0.9446920156478882,0.08662070333957672,0.9926431775093079,0.7551321983337402,0.13718566298484802,0.9527427554130554,0.07434363663196564,0.9880490303039551,4.999999873689376e-06
0.7614026069641113,0.16394221782684326,0.9443939924240112,0.09101685881614685,0.9923417568206787,0.7691209316253662,0.14414194226264954,0.9525291919708252,0.07844258844852448,0.9866030216217041,4.999999873689376e-06
0.7749392986297607,0.17167480289936066,0.9442095756530762,0.09604862332344055,0.991346001625061,0.7692589163780212,0.14458312094211578,0.9524679183959961,0.07871551066637039,0.9871389865875244,4.999999873689376e-06
0.7879108786582947,0.18009574711322784,0.9439544081687927,0.10114045441150665,0.9916860461235046,0.7808516621589661,0.15078364312648773,0.9522725939750671,0.08237085491418839,0.9862179756164551,4.999999873689376e-06
0.7967633605003357,0.18554294109344482,0.9438526630401611,0.10471363365650177,0.9913737177848816,0.8007938861846924,0.1627940982580185,0.9520697593688965,0.08961961418390274,0.982023298740387,2.499999936844688e-06
0.802682101726532,0.19042742252349854,0.9437112212181091,0.10773912817239761,0.9914087653160095,0.7938408255577087,0.15881040692329407,0.9521109461784363,0.08722173422574997,0.9837124943733215,2.499999936844688e-06
0.8087368011474609,0.1953466385602951,0.9436039924621582,0.11092212796211243,0.9903780221939087,0.7987640500068665,0.16192953288555145,0.9520163536071777,0.08908135443925858,0.983543336391449,2.499999936844688e-06
0.8154615163803101,0.20129747688770294,0.9434182643890381,0.11444837599992752,0.9901472330093384,0.817507803440094,0.17486572265625,0.9518430233001709,0.09700707346200943,0.9785408973693848,2.499999936844688e-06
0.820002555847168,0.20534588396549225,0.9433443546295166,0.11711342632770538,0.9905222058296204,0.8129125237464905,0.1719309687614441,0.951882541179657,0.09523426741361618,0.979489266872406,1.249999968422344e-06
