accuracy,f1_m,loss,precision_m,recall_m,val_accuracy,val_f1_m,val_loss,val_precision_m,val_recall_m,learning_rate
0.8633778095245361,0.2783442437648773,0.9420971274375916,0.17004401981830597,0.9538426995277405,0.8952147364616394,0.2697056233882904,0.9422821998596191,0.16469521820545197,0.8603606820106506,0.0010000000474974513
0.9156012535095215,0.3302541971206665,0.9400508403778076,0.20746687054634094,0.9475975632667542,0.930256724357605,0.36789560317993164,0.9397080540657043,0.23557056486606598,0.9317490458488464,0.0010000000474974513
0.9192104339599609,0.342519611120224,0.9396507740020752,0.21610027551651,0.9548007249832153,0.8978722095489502,0.29968640208244324,0.9403011202812195,0.18473924696445465,0.9415562748908997,0.0010000000474974513
0.9228582978248596,0.35296380519866943,0.9395884871482849,0.22482116520404816,0.9549192786216736,0.9094104766845703,0.322079062461853,0.9399224519729614,0.2001258283853531,0.9472179412841797,0.0010000000474974513
0.9271367788314819,0.36423519253730774,0.9394311904907227,0.23410925269126892,0.9574191570281982,0.8861264586448669,0.28541746735572815,0.9403164386749268,0.17404085397720337,0.9505496025085449,0.0010000000474974513
0.9313907027244568,0.37869560718536377,0.9392145872116089,0.24455323815345764,0.9602203369140625,0.9381884932518005,0.3921751081943512,0.9395871758460999,0.2563944160938263,0.9194428324699402,0.0005000000237487257
0.9335336685180664,0.38618505001068115,0.9391700029373169,0.2504187226295471,0.960235595703125,0.9434582591056824,0.4160331189632416,0.9394087195396423,0.2758040726184845,0.9240760207176208,0.0005000000237487257
0.9345857501029968,0.38597214221954346,0.9392701983451843,0.2512972354888916,0.9625643491744995,0.9525622129440308,0.4503989517688751,0.9394449591636658,0.3078383803367615,0.9103242754936218,0.0005000000237487257
0.9364020228385925,0.3956937789916992,0.9390554428100586,0.2585034966468811,0.9642190933227539,0.9493826627731323,0.4365643560886383,0.9393507242202759,0.29438966512680054,0.9162278175354004,0.0005000000237487257
0.9389426112174988,0.403202086687088,0.9390226602554321,0.2655235230922699,0.9650688767433167,0.9506692290306091,0.4422535002231598,0.9393571615219116,0.2990035116672516,0.9152727723121643,0.0002500000118743628
0.9412486553192139,0.41706857085227966,0.9387754797935486,0.2741429805755615,0.9652141332626343,0.9499146342277527,0.44159379601478577,0.9392945766448975,0.2984464168548584,0.9181279540061951,0.0002500000118743628
0.9398379325866699,0.4056745171546936,0.9390294551849365,0.26695072650909424,0.9666640162467957,0.9456803202629089,0.4280262291431427,0.9395037293434143,0.287172794342041,0.9160470962524414,0.0002500000118743628
0.9422151446342468,0.4182393252849579,0.9388283491134644,0.27583369612693787,0.9680789113044739,0.9383425116539001,0.39759933948516846,0.9391200542449951,0.257354736328125,0.9492201805114746,0.0002500000118743628
